tanggal,stasiun,pm10,so2,co,o3,no2
2017-11-20,Jakarta Utara,55,54,11,105,11
2017-11-21,Jakarta Timur,59,54,,97,15
2017-11-21,Jakarta Pusat,30,20,19,141,5
2017-11-21,Jakarta Utara,43,53,8,106,14
2017-11-21,Jakarta Selatan,,15,12,134,9
2017-11-21,Jakarta Barat,51,19,35,153,6
2017-11-22,Jakarta Utara,56,54,12,32,23
2017-11-22,Jakarta Timur,65,53,13,117,10
2017-11-22,Jakarta Barat,56,20,41,83,11
2017-11-22,Jakarta Pusat,,,,,
2017-11-22,Jakarta Selatan,,15,11,116,5
2017-11-23,Jakarta Utara,70,55,16,71,20
2017-11-23,Jakarta Selatan,,15,20,52,8
2017-11-23,Jakarta Pusat,,,,,
2017-11-23,Jakarta Timur,51,53,10,50,8
2017-11-23,Jakarta Barat,53,19,48,62,12
2017-11-24,Jakarta Timur,38,53,6,31,6
2017-11-24,Jakarta Barat,26,18,29,23,3
2017-11-24,Jakarta Selatan,30,14,10,42,4
2017-11-24,Jakarta Utara,32,53,6,32,18
2017-11-24,Jakarta Pusat,40,19,17,18,2
2017-11-25,Jakarta Pusat,27,19,18,20,2
2017-11-25,Jakarta Selatan,7,14,10,38,4
2017-11-25,Jakarta Utara,29,53,7,29,7
2017-11-25,Jakarta Barat,29,19,30,24,5
2017-11-25,Jakarta Timur,40,53,6,24,7
2017-11-26,Jakarta Pusat,28,20,15,18,2
2017-11-26,Jakarta Barat,16,20,25,25,2
2017-11-26,Jakarta Utara,25,53,6,27,6
2017-11-26,Jakarta Selatan,2,13,6,37,1
2017-11-26,Jakarta Timur,25,53,,24,3
2017-11-27,Jakarta Utara,19,53,7,18,7
2017-11-27,Jakarta Selatan,5,13,6,37,2
2017-11-27,Jakarta Barat,13,17,26,24,3
2017-11-27,Jakarta Timur,12,52,,17,5
2017-11-27,Jakarta Pusat,20,18,16,19,2
2017-11-28,Jakarta Pusat,19,18,16,21,2
2017-11-28,Jakarta Utara,18,53,8,18,7
2017-11-28,Jakarta Selatan,,13,7,33,
2017-11-28,Jakarta Barat,17,17,26,22,3
2017-11-28,Jakarta Timur,16,53,,17,4
2017-11-29,Jakarta Utara,24,53,7,37,15
2017-11-29,Jakarta Selatan,,13,5,33,
2017-11-29,Jakarta Pusat,23,19,16,28,3
2017-11-29,Jakarta Barat,17,18,25,36,
2017-11-29,Jakarta Timur,25,53,,28,4
2017-11-30,Jakarta Timur,20,27,,24,6
2017-11-30,Jakarta Barat,25,20,32,43,10
2017-11-30,Jakarta Pusat,29,21,23,18,4
2017-11-30,Jakarta Utara,27,53,13,23,13
2017-11-30,Jakarta Selatan,17,13,6,38,2
2017-12-01,Jakarta Pusat,27,21,21,19,3
2017-12-01,Jakarta Selatan,,13,7,33,
2017-12-01,Jakarta Utara,17,49,8,17,8
2017-12-01,Jakarta Timur,16,26,,17,4
2017-12-01,Jakarta Barat,14,20,23,19,
2017-12-02,Jakarta Barat,26,19,30,19,5
2017-12-02,Jakarta Selatan,6,13,19,32,4
2017-12-02,Jakarta Utara,34,49,11,16,7
2017-12-02,Jakarta Pusat,39,20,18,20,3
2017-12-02,Jakarta Timur,35,26,8,22,5
2017-12-03,Jakarta Utara,31,49,9,29,7
2017-12-03,Jakarta Pusat,33,19,17,27,3
2017-12-03,Jakarta Timur,39,27,,32,5
2017-12-03,Jakarta Selatan,6,,12,43,3
2017-12-03,Jakarta Barat,33,18,31,26,3
2017-12-04,Jakarta Pusat,27,20,15,25,2
2017-12-04,Jakarta Utara,22,50,6,29,5
2017-12-04,Jakarta Barat,19,19,25,30,
2017-12-04,Jakarta Selatan,3,,8,43,2
2017-12-04,Jakarta Timur,30,27,,22,3
2017-12-05,Jakarta Utara,25,50,8,38,7
2017-12-05,Jakarta Pusat,30,19,18,29,4
2017-12-05,Jakarta Selatan,19,,13,44,4
2017-12-05,Jakarta Barat,28,18,27,27,4
2017-12-05,Jakarta Timur,37,27,7,50,6
2017-12-06,Jakarta Timur,43,28,6,86,7
2017-12-06,Jakarta Utara,37,51,10,95,21
2017-12-06,Jakarta Pusat,28,20,19,78,6
2017-12-06,Jakarta Barat,31,19,29,49,6
2017-12-06,Jakarta Selatan,12,,12,61,3
2017-12-07,Jakarta Selatan,16,14,13,77,5
2017-12-07,Jakarta Utara,43,51,10,54,21
2017-12-07,Jakarta Timur,41,31,5,66,8
2017-12-07,Jakarta Pusat,35,22,19,40,4
2017-12-07,Jakarta Barat,32,22,29,52,7
2017-12-08,Jakarta Utara,30,51,7,30,19
2017-12-08,Jakarta Timur,41,29,,63,6
2017-12-08,Jakarta Barat,23,22,27,46,4
2017-12-08,Jakarta Selatan,10,14,8,77,3
2017-12-08,Jakarta Pusat,,,,,
2017-12-09,Jakarta Selatan,9,15,7,73,4
2017-12-09,Jakarta Timur,21,27,,28,5
2017-12-09,Jakarta Barat,25,20,29,39,5
2017-12-09,Jakarta Pusat,,,,,
2017-12-09,Jakarta Utara,22,51,11,32,14
2017-12-10,Jakarta Pusat,,,,,
2017-12-10,Jakarta Selatan,,14,7,38,2
2017-12-10,Jakarta Barat,14,18,25,22,2
2017-12-10,Jakarta Utara,24,51,6,25,6
2017-12-10,Jakarta Timur,20,27,,17,3
2017-12-11,Jakarta Utara,29,51,9,30,11
2017-12-11,Jakarta Pusat,25,20,17,16,2
2017-12-11,Jakarta Selatan,9,14,9,35,2
2017-12-11,Jakarta Barat,24,19,27,29,3
2017-12-11,Jakarta Timur,31,27,,20,4
2017-12-12,Jakarta Selatan,5,14,15,46,3
2017-12-12,Jakarta Barat,20,18,36,29,9
2017-12-12,Jakarta Utara,,,,,
2017-12-12,Jakarta Timur,24,27,12,46,8
2017-12-12,Jakarta Pusat,24,20,25,21,2
2017-12-13,Jakarta Timur,24,27,,14,7
2017-12-13,Jakarta Selatan,7,14,12,34,4
2017-12-13,Jakarta Pusat,27,19,24,16,1
2017-12-13,Jakarta Utara,21,51,23,19,7
2017-12-13,Jakarta Barat,19,18,38,19,10
2017-12-14,Jakarta Timur,35,28,7,58,13
2017-12-14,Jakarta Selatan,25,14,13,59,3
2017-12-14,Jakarta Utara,27,51,11,58,23
2017-12-14,Jakarta Pusat,10,20,20,31,4
2017-12-14,Jakarta Barat,22,20,28,37,4
2017-12-15,Jakarta Timur,41,28,7,35,7
2017-12-15,Jakarta Selatan,10,14,11,47,3
2017-12-15,Jakarta Utara,34,51,9,31,18
2017-12-15,Jakarta Barat,26,19,27,30,3
2017-12-15,Jakarta Pusat,,,,,
2017-12-16,Jakarta Barat,46,25,38,25,10
2017-12-16,Jakarta Pusat,51,23,22,18,2
2017-12-16,Jakarta Timur,63,29,14,38,7
2017-12-16,Jakarta Selatan,40,14,20,50,6
2017-12-16,Jakarta Utara,46,51,15,19,18
2017-12-17,Jakarta Utara,25,51,11,25,7
2017-12-17,Jakarta Selatan,7,14,14,45,3
2017-12-17,Jakarta Barat,28,20,31,25,11
2017-12-17,Jakarta Timur,31,28,,27,7
2017-12-17,Jakarta Pusat,33,20,18,29,2
2017-12-18,Jakarta Timur,20,29,,32,7
2017-12-18,Jakarta Pusat,17,23,17,25,2
2017-12-18,Jakarta Barat,30,23,30,26,8
2017-12-18,Jakarta Selatan,10,15,8,41,2
2017-12-18,Jakarta Utara,24,52,8,25,7
2017-12-19,Jakarta Timur,33,29,,38,8
2017-12-19,Jakarta Utara,22,52,7,33,11
2017-12-19,Jakarta Selatan,,15,13,45,7
2017-12-19,Jakarta Pusat,27,21,19,31,4
2017-12-19,Jakarta Barat,27,19,27,33,6
2017-12-20,Jakarta Selatan,8,14,19,50,10
2017-12-20,Jakarta Barat,37,20,31,32,9
2017-12-20,Jakarta Timur,39,28,8,33,9
2017-12-20,Jakarta Utara,26,52,7,30,12
2017-12-20,Jakarta Pusat,33,21,18,30,3
2017-12-21,Jakarta Barat,37,20,28,35,9
2017-12-21,Jakarta Timur,35,28,15,34,7
2017-12-21,Jakarta Pusat,30,21,22,28,3
2017-12-21,Jakarta Utara,31,52,19,33,15
2017-12-21,Jakarta Selatan,,14,25,53,3
2017-12-22,Jakarta Barat,27,20,37,35,10
2017-12-22,Jakarta Pusat,28,20,26,25,3
2017-12-22,Jakarta Utara,29,52,19,30,12
2017-12-22,Jakarta Selatan,,14,13,52,3
2017-12-22,Jakarta Timur,25,28,,33,5
2017-12-23,Jakarta Pusat,34,21,21,35,3
2017-12-23,Jakarta Selatan,,14,10,46,3
2017-12-23,Jakarta Utara,30,52,11,56,9
2017-12-23,Jakarta Barat,31,21,27,32,9
2017-12-23,Jakarta Timur,28,30,,37,4
2017-12-24,Jakarta Timur,38,30,,43,5
2017-12-24,Jakarta Selatan,,14,10,41,3
2017-12-24,Jakarta Pusat,24,21,18,34,2
2017-12-24,Jakarta Utara,28,,10,43,7
2017-12-24,Jakarta Barat,28,22,29,24,5
2017-12-25,Jakarta Timur,30,29,,30,5
2017-12-25,Jakarta Utara,19,,5,31,4
2017-12-25,Jakarta Barat,18,18,26,19,
2017-12-25,Jakarta Selatan,17,15,12,31,3
2017-12-25,Jakarta Pusat,20,19,14,22,2
2017-12-26,Jakarta Timur,38,30,,33,4
2017-12-26,Jakarta Utara,22,,4,30,5
2017-12-26,Jakarta Barat,19,20,26,32,
2017-12-26,Jakarta Pusat,16,20,14,33,2
2017-12-26,Jakarta Selatan,13,14,9,40,2
2017-12-27,Jakarta Timur,55,30,,27,5
2017-12-27,Jakarta Selatan,18,16,9,43,3
2017-12-27,Jakarta Barat,21,21,26,30,4
2017-12-27,Jakarta Pusat,22,21,15,27,3
2017-12-27,Jakarta Utara,25,,6,34,11
2017-12-28,Jakarta Pusat,31,23,17,35,3
2017-12-28,Jakarta Selatan,31,15,11,39,3
2017-12-28,Jakarta Barat,29,23,26,46,5
2017-12-28,Jakarta Utara,27,,5,30,18
2017-12-28,Jakarta Timur,29,30,,48,6
2017-12-29,Jakarta Barat,55,28,38,47,10
2017-12-29,Jakarta Utara,55,,15,34,16
2017-12-29,Jakarta Pusat,35,24,21,45,4
2017-12-29,Jakarta Timur,72,35,27,77,13
2017-12-29,Jakarta Selatan,36,20,22,84,8
2017-12-30,Jakarta Timur,60,34,19,56,9
2017-12-30,Jakarta Selatan,52,19,21,81,7
2017-12-30,Jakarta Pusat,49,23,18,54,3
2017-12-30,Jakarta Barat,51,26,31,49,8
2017-12-30,Jakarta Utara,50,,12,42,15
2017-12-31,Jakarta Utara,47,32,14,43,14
2017-12-31,Jakarta Selatan,25,17,22,37,6
2017-12-31,Jakarta Barat,52,23,40,33,8
2017-12-31,Jakarta Pusat,38,23,21,30,4
2017-12-31,Jakarta Timur,63,33,25,36,9
2018-01-01,Jakarta Barat,45.0,19.0,38.0,20.0,4.0
2018-01-01,Jakarta Timur,76.0,31.0,31.0,33.0,6.0
2018-01-01,Jakarta Selatan,14.0,17.0,22.0,35.0,5.0
2018-01-01,Jakarta Pusat,35.0,20.0,22.0,27.0,2.0
2018-01-01,Jakarta Utara,59.0,29.0,36.0,33.0,9.0
2018-01-02,Jakarta Utara,18.0,28.0,5.0,33.0,14.0
2018-01-02,Jakarta Barat,11.0,17.0,24.0,16.0,
2018-01-02,Jakarta Pusat,14.0,18.0,12.0,17.0,1.0
2018-01-02,Jakarta Timur,23.0,31.0,7.0,36.0,3.0
2018-01-02,Jakarta Selatan,17.0,16.0,7.0,39.0,3.0
2018-01-03,Jakarta Utara,52.0,33.0,15.0,73.0,23.0
2018-01-03,Jakarta Selatan,15.0,16.0,15.0,101.0,8.0
2018-01-03,Jakarta Timur,53.0,35.0,16.0,96.0,10.0
2018-01-03,Jakarta Barat,40.0,21.0,35.0,45.0,11.0
2018-01-03,Jakarta Pusat,,,,,
2018-01-04,Jakarta Barat,36.0,20.0,34.0,9.0,8.0
2018-01-04,Jakarta Utara,53.0,49.0,12.0,47.0,15.0
2018-01-04,Jakarta Timur,53.0,33.0,12.0,49.0,9.0
2018-01-04,Jakarta Selatan,11.0,16.0,14.0,57.0,5.0
2018-01-04,Jakarta Pusat,24.0,21.0,20.0,19.0,2.0
2018-01-05,Jakarta Timur,44.0,32.0,12.0,18.0,6.0
2018-01-05,Jakarta Utara,35.0,32.0,11.0,19.0,10.0
2018-01-05,Jakarta Selatan,21.0,16.0,17.0,28.0,6.0
2018-01-05,Jakarta Barat,31.0,18.0,26.0,9.0,5.0
2018-01-05,Jakarta Pusat,23.0,19.0,17.0,21.0,2.0
2018-01-06,Jakarta Barat,15.0,18.0,22.0,31.0,3.0
2018-01-06,Jakarta Utara,20.0,28.0,6.0,24.0,5.0
2018-01-06,Jakarta Selatan,16.0,16.0,7.0,30.0,4.0
2018-01-06,Jakarta Pusat,18.0,19.0,14.0,24.0,2.0
2018-01-06,Jakarta Timur,18.0,30.0,5.0,21.0,4.0
2018-01-07,Jakarta Barat,18.0,19.0,7.0,46.0,4.0
2018-01-07,Jakarta Timur,26.0,30.0,8.0,19.0,5.0
2018-01-07,Jakarta Selatan,17.0,16.0,8.0,30.0,3.0
2018-01-07,Jakarta Utara,21.0,29.0,6.0,24.0,5.0
2018-01-07,Jakarta Pusat,21.0,20.0,14.0,27.0,2.0
2018-01-08,Jakarta Pusat,48.0,27.0,19.0,44.0,3.0
2018-01-08,Jakarta Barat,47.0,27.0,13.0,73.0,11.0
2018-01-08,Jakarta Utara,43.0,33.0,12.0,48.0,17.0
2018-01-08,Jakarta Timur,62.0,32.0,16.0,48.0,6.0
2018-01-08,Jakarta Selatan,46.0,16.0,14.0,58.0,5.0
2018-01-09,Jakarta Barat,29.0,24.0,16.0,61.0,10.0
2018-01-09,Jakarta Utara,23.0,30.0,5.0,18.0,14.0
2018-01-09,Jakarta Selatan,42.0,17.0,12.0,63.0,6.0
2018-01-09,Jakarta Pusat,24.0,23.0,16.0,29.0,2.0
2018-01-09,Jakarta Timur,45.0,32.0,11.0,37.0,7.0
2018-01-10,Jakarta Selatan,42.0,18.0,13.0,50.0,7.0
2018-01-10,Jakarta Timur,36.0,34.0,12.0,55.0,9.0
2018-01-10,Jakarta Pusat,28.0,23.0,16.0,44.0,3.0
2018-01-10,Jakarta Utara,21.0,30.0,6.0,45.0,17.0
2018-01-10,Jakarta Barat,,26.0,11.0,95.0,8.0
2018-01-11,Jakarta Timur,37.0,38.0,9.0,43.0,7.0
2018-01-11,Jakarta Barat,,37.0,7.0,81.0,11.0
2018-01-11,Jakarta Pusat,40.0,30.0,18.0,36.0,4.0
2018-01-11,Jakarta Selatan,38.0,21.0,9.0,45.0,5.0
2018-01-11,Jakarta Utara,22.0,31.0,6.0,41.0,19.0
2018-01-12,Jakarta Utara,29.0,29.0,7.0,24.0,17.0
2018-01-12,Jakarta Barat,32.0,25.0,,83.0,13.0
2018-01-12,Jakarta Timur,37.0,33.0,13.0,47.0,9.0
2018-01-12,Jakarta Selatan,20.0,18.0,11.0,62.0,7.0
2018-01-12,Jakarta Pusat,35.0,22.0,18.0,38.0,4.0
2018-01-13,Jakarta Selatan,50.0,20.0,13.0,49.0,6.0
2018-01-13,Jakarta Timur,51.0,,13.0,,8.0
2018-01-13,Jakarta Barat,43.0,28.0,,93.0,12.0
2018-01-13,Jakarta Utara,26.0,30.0,5.0,26.0,21.0
2018-01-13,Jakarta Pusat,39.0,23.0,17.0,50.0,4.0
2018-01-14,Jakarta Timur,26.0,72.0,7.0,29.0,5.0
2018-01-14,Jakarta Selatan,24.0,18.0,7.0,50.0,3.0
2018-01-14,Jakarta Pusat,31.0,23.0,17.0,38.0,4.0
2018-01-14,Jakarta Utara,28.0,30.0,6.0,31.0,14.0
2018-01-14,Jakarta Barat,33.0,23.0,,73.0,8.0
2018-01-15,Jakarta Barat,20.0,21.0,4.0,70.0,7.0
2018-01-15,Jakarta Selatan,11.0,16.0,8.0,44.0,3.0
2018-01-15,Jakarta Pusat,30.0,21.0,19.0,33.0,3.0
2018-01-15,Jakarta Timur,22.0,72.0,11.0,,7.0
2018-01-15,Jakarta Utara,24.0,30.0,11.0,31.0,12.0
2018-01-16,Jakarta Barat,18.0,46.0,10.0,61.0,2.0
2018-01-16,Jakarta Selatan,12.0,16.0,7.0,43.0,1.0
2018-01-16,Jakarta Utara,25.0,32.0,13.0,33.0,10.0
2018-01-16,Jakarta Timur,18.0,70.0,7.0,,5.0
2018-01-16,Jakarta Pusat,24.0,23.0,19.0,29.0,3.0
2018-01-17,Jakarta Barat,30.0,46.0,9.0,60.0,3.0
2018-01-17,Jakarta Utara,34.0,31.0,11.0,30.0,13.0
2018-01-17,Jakarta Timur,35.0,52.0,12.0,28.0,11.0
2018-01-17,Jakarta Pusat,35.0,23.0,19.0,34.0,4.0
2018-01-17,Jakarta Selatan,29.0,16.0,12.0,28.0,6.0
2018-01-18,Jakarta Pusat,41.0,22.0,22.0,23.0,5.0
2018-01-18,Jakarta Utara,25.0,30.0,11.0,17.0,15.0
2018-01-18,Jakarta Selatan,,,,,
2018-01-18,Jakarta Barat,33.0,47.0,13.0,56.0,4.0
2018-01-18,Jakarta Timur,38.0,52.0,19.0,,10.0
2018-01-19,Jakarta Barat,32.0,42.0,27.0,48.0,5.0
2018-01-19,Jakarta Pusat,46.0,22.0,27.0,20.0,5.0
2018-01-19,Jakarta Utara,28.0,29.0,26.0,21.0,19.0
2018-01-19,Jakarta Selatan,29.0,,20.0,35.0,
2018-01-19,Jakarta Timur,36.0,51.0,29.0,24.0,13.0
2018-01-20,Jakarta Pusat,27.0,20.0,18.0,23.0,2.0
2018-01-20,Jakarta Selatan,13.0,16.0,6.0,32.0,2.0
2018-01-20,Jakarta Utara,16.0,29.0,9.0,24.0,7.0
2018-01-20,Jakarta Barat,16.0,40.0,10.0,38.0,2.0
2018-01-20,Jakarta Timur,24.0,51.0,7.0,29.0,5.0
2018-01-21,Jakarta Timur,21.0,51.0,6.0,31.0,4.0
2018-01-21,Jakarta Barat,19.0,40.0,18.0,40.0,2.0
2018-01-21,Jakarta Utara,24.0,29.0,9.0,27.0,8.0
2018-01-21,Jakarta Selatan,19.0,,6.0,31.0,1.0
2018-01-21,Jakarta Pusat,25.0,20.0,17.0,25.0,2.0
2018-01-22,Jakarta Selatan,13.0,,6.0,32.0,
2018-01-22,Jakarta Pusat,17.0,20.0,17.0,18.0,2.0
2018-01-22,Jakarta Utara,26.0,29.0,10.0,22.0,6.0
2018-01-22,Jakarta Timur,20.0,52.0,7.0,25.0,3.0
2018-01-22,Jakarta Barat,20.0,38.0,11.0,32.0,2.0
2018-01-23,Jakarta Barat,18.0,42.0,,57.0,
2018-01-23,Jakarta Timur,22.0,52.0,7.0,45.0,5.0
2018-01-23,Jakarta Pusat,28.0,21.0,17.0,34.0,3.0
2018-01-23,Jakarta Utara,24.0,30.0,8.0,35.0,9.0
2018-01-23,Jakarta Selatan,18.0,16.0,8.0,53.0,3.0
2018-01-24,Jakarta Pusat,33.0,23.0,20.0,39.0,3.0
2018-01-24,Jakarta Selatan,23.0,16.0,8.0,49.0,3.0
2018-01-24,Jakarta Timur,33.0,53.0,15.0,38.0,7.0
2018-01-24,Jakarta Barat,31.0,47.0,,86.0,2.0
2018-01-24,Jakarta Utara,29.0,,9.0,28.0,19.0
2018-01-25,Jakarta Timur,21.0,53.0,8.0,23.0,6.0
2018-01-25,Jakarta Selatan,17.0,15.0,6.0,30.0,1.0
2018-01-25,Jakarta Pusat,26.0,20.0,19.0,19.0,3.0
2018-01-25,Jakarta Barat,19.0,41.0,22.0,51.0,2.0
2018-01-25,Jakarta Utara,18.0,,9.0,20.0,15.0
